order_id,order_timestamp,item_name,quantity,price,weather_good,event_day
1098,2024-01-02 17:20:37,Double Burger,1,65,1,0
1098,2024-01-02 17:20:37,Soft Drink,2,15,1,0
1098,2024-01-02 17:20:37,Onion Rings,2,22,1,0
1098,2024-01-02 17:20:37,Fries,2,20,1,0
1099,2024-01-02 19:36:24,Milkshake,3,28,1,0
1100,2024-01-02 23:54:49,Double Burger,2,65,1,0
1100,2024-01-02 23:54:49,Milkshake,1,28,1,0
1100,2024-01-02 23:54:49,Ice Cream,2,18,1,0
1101,2024-01-02 18:29:43,Soft Drink,2,15,1,0
1101,2024-01-02 18:29:43,Chicken Nuggets,1,30,1,0
1101,2024-01-02 18:29:43,Classic Burger,3,45,1,0
1102,2024-01-02 18:48:05,Fries,2,20,1,0
1103,2024-01-02 17:51:54,Milkshake,3,28,1,0
1103,2024-01-02 17:51:54,Classic Burger,3,45,1,0
1103,2024-01-02 17:51:54,Soft Drink,3,15,1,0
1104,2024-01-02 12:51:46,Chicken Burger,3,55,1,0
1104,2024-01-02 12:51:46,Fries,3,20,1,0
1105,2024-01-02 17:40:34,Chicken Burger,1,55,1,0
1106,2024-01-02 18:39:00,Ice Cream,1,18,1,0
1106,2024-01-02 18:39:00,Onion Rings,3,22,1,0
1106,2024-01-02 18:39:00,Soft Drink,2,15,1,0
1106,2024-01-02 18:39:00,Chicken Nuggets,1,30,1,0
1106,2024-01-02 18:39:00,Double Burger,3,65,1,0
1107,2024-01-02 23:46:20,Soft Drink,1,15,1,0
1107,2024-01-02 23:46:20,Double Burger,1,65,1,0
1107,2024-01-02 23:46:20,Cheese Burger,3,50,1,0
1108,2024-01-02 17:11:55,Chicken Burger,1,55,1,0
1109,2024-01-02 18:20:38,Ice Cream,2,18,1,0
1109,2024-01-02 18:20:38,Milkshake,3,28,1,0
1109,2024-01-02 18:20:38,Chicken Burger,3,55,1,0
1110,2024-01-02 17:10:32,Milkshake,2,28,1,0
1110,2024-01-02 17:10:32,Onion Rings,1,22,1,0
1110,2024-01-02 17:10:32,Chicken Burger,1,55,1,0
1110,2024-01-02 17:10:32,Chicken Nuggets,2,30,1,0
1111,2024-01-02 14:49:08,Fries,3,20,1,0
1111,2024-01-02 14:49:08,Classic Burger,1,45,1,0
1111,2024-01-02 14:49:08,Chicken Nuggets,2,30,1,0
1111,2024-01-02 14:49:08,Ice Cream,1,18,1,0
1112,2024-01-02 21:09:46,Double Burger,3,65,1,0
1112,2024-01-02 21:09:46,Cheese Burger,3,50,1,0
1112,2024-01-02 21:09:46,Onion Rings,3,22,1,0
1112,2024-01-02 21:09:46,Chicken Burger,2,55,1,0
1112,2024-01-02 21:09:46,Soft Drink,3,15,1,0
1113,2024-01-02 20:12:57,Chicken Burger,3,55,1,0
1113,2024-01-02 20:12:57,Double Burger,3,65,1,0
1113,2024-01-02 20:12:57,Onion Rings,3,22,1,0
1114,2024-01-02 20:22:41,Chicken Burger,3,55,1,0
1114,2024-01-02 20:22:41,Cheese Burger,3,50,1,0
1114,2024-01-02 20:22:41,Classic Burger,3,45,1,0
1114,2024-01-02 20:22:41,Onion Rings,2,22,1,0
1114,2024-01-02 20:22:41,Chicken Nuggets,2,30,1,0
1115,2024-01-02 15:27:21,Soft Drink,1,15,1,0
1115,2024-01-02 15:27:21,Cheese Burger,2,50,1,0
1115,2024-01-02 15:27:21,Classic Burger,1,45,1,0
1116,2024-01-02 22:06:18,Double Burger,2,65,1,0
1116,2024-01-02 22:06:18,Cheese Burger,3,50,1,0
1116,2024-01-02 22:06:18,Ice Cream,2,18,1,0
1116,2024-01-02 22:06:18,Fries,3,20,1,0
1116,2024-01-02 22:06:18,Soft Drink,1,15,1,0
1117,2024-01-02 13:02:34,Onion Rings,1,22,1,0
1118,2024-01-02 19:01:39,Classic Burger,3,45,1,0
1119,2024-01-02 23:16:45,Classic Burger,1,45,1,0
1120,2024-01-02 15:21:31,Chicken Nuggets,3,30,1,0
1120,2024-01-02 15:21:31,Soft Drink,3,15,1,0
1121,2024-01-03 13:31:24,Cheese Burger,2,50,0,0
1121,2024-01-03 13:31:24,Milkshake,1,28,0,0
1122,2024-01-03 18:26:34,Chicken Nuggets,2,30,0,0
1122,2024-01-03 18:26:34,Soft Drink,3,15,0,0
1122,2024-01-03 18:26:34,Fries,3,20,0,0
1122,2024-01-03 18:26:34,Cheese Burger,3,50,0,0
1122,2024-01-03 18:26:34,Onion Rings,2,22,0,0
1123,2024-01-03 14:00:06,Cheese Burger,1,50,0,0
1123,2024-01-03 14:00:06,Onion Rings,3,22,0,0
1123,2024-01-03 14:00:06,Double Burger,2,65,0,0
1123,2024-01-03 14:00:06,Fries,2,20,0,0
1124,2024-01-03 19:33:32,Cheese Burger,2,50,0,0
1124,2024-01-03 19:33:32,Double Burger,1,65,0,0
1124,2024-01-03 19:33:32,Soft Drink,2,15,0,0
1125,2024-01-03 15:09:46,Cheese Burger,3,50,0,0
1126,2024-01-03 22:15:48,Fries,3,20,0,0
1127,2024-01-03 15:31:35,Cheese Burger,1,50,0,0
1127,2024-01-03 15:31:35,Ice Cream,2,18,0,0
1127,2024-01-03 15:31:35,Double Burger,3,65,0,0
1127,2024-01-03 15:31:35,Chicken Burger,3,55,0,0
1127,2024-01-03 15:31:35,Milkshake,1,28,0,0
1128,2024-01-03 17:52:26,Cheese Burger,1,50,0,0
1128,2024-01-03 17:52:26,Double Burger,2,65,0,0
1129,2024-01-03 20:26:55,Double Burger,3,65,0,0
1129,2024-01-03 20:26:55,Ice Cream,1,18,0,0
1130,2024-01-03 14:33:30,Soft Drink,2,15,0,0
1130,2024-01-03 14:33:30,Ice Cream,2,18,0,0
1130,2024-01-03 14:33:30,Onion Rings,1,22,0,0
1130,2024-01-03 14:33:30,Milkshake,1,28,0,0
1131,2024-01-03 18:30:03,Classic Burger,2,45,0,0
1132,2024-01-03 21:52:02,Ice Cream,1,18,0,0
1132,2024-01-03 21:52:02,Double Burger,1,65,0,0
1132,2024-01-03 21:52:02,Soft Drink,3,15,0,0
1132,2024-01-03 21:52:02,Classic Burger,3,45,0,0
1132,2024-01-03 21:52:02,Onion Rings,3,22,0,0
1133,2024-01-03 13:52:03,Chicken Nuggets,1,30,0,0
1133,2024-01-03 13:52:03,Cheese Burger,2,50,0,0
1133,2024-01-03 13:52:03,Chicken Burger,2,55,0,0
1133,2024-01-03 13:52:03,Milkshake,2,28,0,0
1134,2024-01-03 18:05:20,Double Burger,2,65,0,0
1134,2024-01-03 18:05:20,Milkshake,1,28,0,0
1135,2024-01-03 18:19:13,Soft Drink,2,15,0,0
1135,2024-01-03 18:19:13,Classic Burger,3,45,0,0
1135,2024-01-03 18:19:13,Ice Cream,1,18,0,0
1135,2024-01-03 18:19:13,Onion Rings,1,22,0,0
1136,2024-01-03 20:07:38,Double Burger,2,65,0,0
1136,2024-01-03 20:07:38,Cheese Burger,2,50,0,0
1136,2024-01-03 20:07:38,Onion Rings,3,22,0,0
1136,2024-01-03 20:07:38,Chicken Burger,1,55,0,0
1136,2024-01-03 20:07:38,Milkshake,3,28,0,0
1137,2024-01-03 14:51:54,Soft Drink,1,15,0,0
1137,2024-01-03 14:51:54,Double Burger,3,65,0,0
1137,2024-01-03 14:51:54,Ice Cream,2,18,0,0
1138,2024-01-03 14:27:43,Classic Burger,2,45,0,0
1138,2024-01-03 14:27:43,Chicken Nuggets,1,30,0,0
1139,2024-01-03 19:44:09,Classic Burger,1,45,0,0
1139,2024-01-03 19:44:09,Cheese Burger,1,50,0,0
1139,2024-01-03 19:44:09,Chicken Nuggets,2,30,0,0
1140,2024-01-03 18:25:07,Chicken Nuggets,3,30,0,0
1140,2024-01-03 18:25:07,Fries,1,20,0,0
1140,2024-01-03 18:25:07,Cheese Burger,2,50,0,0
1141,2024-01-03 18:30:41,Onion Rings,2,22,0,0
1141,2024-01-03 18:30:41,Soft Drink,1,15,0,0
1141,2024-01-03 18:30:41,Chicken Nuggets,1,30,0,0
1141,2024-01-03 18:30:41,Double Burger,3,65,0,0
1142,2024-01-03 19:33:56,Classic Burger,1,45,0,0
1142,2024-01-03 19:33:56,Soft Drink,2,15,0,0
1142,2024-01-03 19:33:56,Onion Rings,2,22,0,0
1142,2024-01-03 19:33:56,Milkshake,2,28,0,0
1142,2024-01-03 19:33:56,Chicken Burger,1,55,0,0
1143,2024-01-03 15:50:32,Chicken Nuggets,1,30,0,0
1143,2024-01-03 15:50:32,Ice Cream,3,18,0,0
1143,2024-01-03 15:50:32,Soft Drink,2,15,0,0
1143,2024-01-03 15:50:32,Onion Rings,2,22,0,0
1144,2024-01-03 18:57:31,Classic Burger,1,45,0,0
1144,2024-01-03 18:57:31,Double Burger,1,65,0,0
1144,2024-01-03 18:57:31,Milkshake,2,28,0,0
1145,2024-01-03 18:57:28,Chicken Burger,2,55,0,0
1146,2024-01-03 15:38:41,Onion Rings,2,22,0,0
